id,name,url,types,abilities,hp,attack,defense,special-attack,special-defense,speed
1156,kommo-o-totem,https://pokeapi.co/api/v2/pokemon/10146/,"dragon, fighting","bulletproof, soundproof, overcoat",75,110,125,100,105,85
1157,magearna-original,https://pokeapi.co/api/v2/pokemon/10147/,"steel, fairy",soul-heart,80,95,115,130,115,65
1158,pikachu-partner-cap,https://pokeapi.co/api/v2/pokemon/10148/,electric,"static, lightning-rod",35,55,40,50,50,90
1159,marowak-totem,https://pokeapi.co/api/v2/pokemon/10149/,"fire, ghost","cursed-body, lightning-rod, rock-head",60,80,110,50,80,45
1160,ribombee-totem,https://pokeapi.co/api/v2/pokemon/10150/,"bug, fairy","honey-gather, shield-dust, sweet-veil",60,55,60,95,70,124
1161,rockruff-own-tempo,https://pokeapi.co/api/v2/pokemon/10151/,rock,own-tempo,45,65,40,30,40,60
1162,lycanroc-dusk,https://pokeapi.co/api/v2/pokemon/10152/,rock,tough-claws,75,117,65,55,65,110
1163,araquanid-totem,https://pokeapi.co/api/v2/pokemon/10153/,"water, bug","water-bubble, water-absorb",68,70,92,50,132,42
1164,togedemaru-totem,https://pokeapi.co/api/v2/pokemon/10154/,"electric, steel","iron-barbs, lightning-rod, sturdy",65,98,63,40,73,96
1165,necrozma-dusk,https://pokeapi.co/api/v2/pokemon/10155/,"psychic, steel",prism-armor,97,157,127,113,109,77
1166,necrozma-dawn,https://pokeapi.co/api/v2/pokemon/10156/,"psychic, ghost",prism-armor,97,113,109,157,127,77
1167,necrozma-ultra,https://pokeapi.co/api/v2/pokemon/10157/,"psychic, dragon",neuroforce,97,167,97,167,97,129
1168,pikachu-starter,https://pokeapi.co/api/v2/pokemon/10158/,electric,"static, lightning-rod",45,80,50,75,60,120
1169,eevee-starter,https://pokeapi.co/api/v2/pokemon/10159/,normal,"run-away, adaptability, anticipation",65,75,70,65,85,75
1170,pikachu-world-cap,https://pokeapi.co/api/v2/pokemon/10160/,electric,"static, lightning-rod",35,55,40,50,50,90
1171,meowth-galar,https://pokeapi.co/api/v2/pokemon/10161/,steel,"pickup, tough-claws, unnerve",50,65,55,40,40,40
1172,ponyta-galar,https://pokeapi.co/api/v2/pokemon/10162/,psychic,"run-away, pastel-veil, anticipation",50,85,55,65,65,90
1173,rapidash-galar,https://pokeapi.co/api/v2/pokemon/10163/,"psychic, fairy","run-away, pastel-veil, anticipation",65,100,70,80,80,105
1174,slowpoke-galar,https://pokeapi.co/api/v2/pokemon/10164/,psychic,"gluttony, own-tempo, regenerator",90,65,65,40,40,15
1175,slowbro-galar,https://pokeapi.co/api/v2/pokemon/10165/,"poison, psychic","quick-draw, own-tempo, regenerator",95,100,95,100,70,30
1176,farfetchd-galar,https://pokeapi.co/api/v2/pokemon/10166/,fighting,"steadfast, scrappy",52,95,55,58,62,55
1177,weezing-galar,https://pokeapi.co/api/v2/pokemon/10167/,"poison, fairy","levitate, neutralizing-gas, misty-surge",65,90,120,85,70,60
1178,mr-mime-galar,https://pokeapi.co/api/v2/pokemon/10168/,"ice, psychic","vital-spirit, screen-cleaner, ice-body",50,65,65,90,90,100
1179,articuno-galar,https://pokeapi.co/api/v2/pokemon/10169/,"psychic, flying",competitive,90,85,85,125,100,95
1180,zapdos-galar,https://pokeapi.co/api/v2/pokemon/10170/,"fighting, flying",defiant,90,125,90,85,90,100
1181,moltres-galar,https://pokeapi.co/api/v2/pokemon/10171/,"dark, flying",berserk,90,85,90,100,125,90
1182,slowking-galar,https://pokeapi.co/api/v2/pokemon/10172/,"poison, psychic","curious-medicine, own-tempo, regenerator",95,65,80,110,110,30
1183,corsola-galar,https://pokeapi.co/api/v2/pokemon/10173/,ghost,"weak-armor, cursed-body",60,55,100,65,100,30
1184,zigzagoon-galar,https://pokeapi.co/api/v2/pokemon/10174/,"dark, normal","pickup, gluttony, quick-feet",38,30,41,30,41,60
1185,linoone-galar,https://pokeapi.co/api/v2/pokemon/10175/,"dark, normal","pickup, gluttony, quick-feet",78,70,61,50,61,100
1186,darumaka-galar,https://pokeapi.co/api/v2/pokemon/10176/,ice,"hustle, inner-focus",70,90,45,15,45,50
1187,darmanitan-galar-standard,https://pokeapi.co/api/v2/pokemon/10177/,ice,"gorilla-tactics, zen-mode",105,140,55,30,55,95
1188,darmanitan-galar-zen,https://pokeapi.co/api/v2/pokemon/10178/,"ice, fire","gorilla-tactics, zen-mode",105,160,55,30,55,135
1189,yamask-galar,https://pokeapi.co/api/v2/pokemon/10179/,"ground, ghost",wandering-spirit,38,55,85,30,65,30
1190,stunfisk-galar,https://pokeapi.co/api/v2/pokemon/10180/,"ground, steel",mimicry,109,81,99,66,84,32
1191,zygarde-10,https://pokeapi.co/api/v2/pokemon/10181/,"dragon, ground",aura-break,54,100,71,61,85,115
1192,cramorant-gulping,https://pokeapi.co/api/v2/pokemon/10182/,"flying, water",gulp-missile,70,85,55,85,95,85
1193,cramorant-gorging,https://pokeapi.co/api/v2/pokemon/10183/,"flying, water",gulp-missile,70,85,55,85,95,85
1194,toxtricity-low-key,https://pokeapi.co/api/v2/pokemon/10184/,"electric, poison","punk-rock, minus, technician",75,98,70,114,70,75
1195,eiscue-noice,https://pokeapi.co/api/v2/pokemon/10185/,ice,ice-face,75,80,70,65,50,130
1196,indeedee-female,https://pokeapi.co/api/v2/pokemon/10186/,"psychic, normal","own-tempo, synchronize, psychic-surge",70,55,65,95,105,85
1197,morpeko-hangry,https://pokeapi.co/api/v2/pokemon/10187/,"electric, dark",hunger-switch,58,95,58,70,58,97
1198,zacian-crowned,https://pokeapi.co/api/v2/pokemon/10188/,"fairy, steel",intrepid-sword,92,170,115,80,115,148
1199,zamazenta-crowned,https://pokeapi.co/api/v2/pokemon/10189/,"fighting, steel",dauntless-shield,92,130,145,80,145,128
1200,eternatus-eternamax,https://pokeapi.co/api/v2/pokemon/10190/,"poison, dragon",pressure,255,115,250,125,250,130
1201,urshifu-rapid-strike,https://pokeapi.co/api/v2/pokemon/10191/,"fighting, water",unseen-fist,100,130,100,63,60,97
1202,zarude-dada,https://pokeapi.co/api/v2/pokemon/10192/,"dark, grass",leaf-guard,105,120,105,70,95,105
1203,calyrex-ice,https://pokeapi.co/api/v2/pokemon/10193/,"psychic, ice",as-one-glastrier,100,165,150,85,130,50
1204,calyrex-shadow,https://pokeapi.co/api/v2/pokemon/10194/,"psychic, ghost",as-one-spectrier,100,85,80,165,100,150
1205,venusaur-gmax,https://pokeapi.co/api/v2/pokemon/10195/,"grass, poison","overgrow, chlorophyll",80,82,83,100,100,80
1206,charizard-gmax,https://pokeapi.co/api/v2/pokemon/10196/,"fire, flying","blaze, solar-power",78,84,78,109,85,100
1207,blastoise-gmax,https://pokeapi.co/api/v2/pokemon/10197/,water,"torrent, rain-dish",79,83,100,85,105,78
1208,butterfree-gmax,https://pokeapi.co/api/v2/pokemon/10198/,"bug, flying","compound-eyes, tinted-lens",60,45,50,90,80,70
1209,pikachu-gmax,https://pokeapi.co/api/v2/pokemon/10199/,electric,"static, lightning-rod",35,55,40,50,50,90
1210,meowth-gmax,https://pokeapi.co/api/v2/pokemon/10200/,normal,"pickup, technician, unnerve",40,45,35,40,40,90
1211,machamp-gmax,https://pokeapi.co/api/v2/pokemon/10201/,fighting,"guts, no-guard, steadfast",90,130,80,65,85,55
1212,gengar-gmax,https://pokeapi.co/api/v2/pokemon/10202/,"ghost, poison",cursed-body,60,65,60,130,75,110
1213,kingler-gmax,https://pokeapi.co/api/v2/pokemon/10203/,water,"hyper-cutter, shell-armor, sheer-force",55,130,115,50,50,75
1214,lapras-gmax,https://pokeapi.co/api/v2/pokemon/10204/,"water, ice","water-absorb, shell-armor, hydration",130,85,80,85,95,60
1215,eevee-gmax,https://pokeapi.co/api/v2/pokemon/10205/,normal,"run-away, adaptability, anticipation",55,55,50,45,65,55
1216,snorlax-gmax,https://pokeapi.co/api/v2/pokemon/10206/,normal,"immunity, thick-fat, gluttony",160,110,65,65,110,30
1217,garbodor-gmax,https://pokeapi.co/api/v2/pokemon/10207/,poison,"stench, weak-armor, aftermath",80,95,82,60,82,75
1218,melmetal-gmax,https://pokeapi.co/api/v2/pokemon/10208/,steel,iron-fist,135,143,143,80,65,34
1219,rillaboom-gmax,https://pokeapi.co/api/v2/pokemon/10209/,grass,"overgrow, grassy-surge",100,125,90,60,70,85
1220,cinderace-gmax,https://pokeapi.co/api/v2/pokemon/10210/,fire,"blaze, libero",80,116,75,65,75,119
1221,inteleon-gmax,https://pokeapi.co/api/v2/pokemon/10211/,water,"torrent, sniper",70,85,65,125,65,120
1222,corviknight-gmax,https://pokeapi.co/api/v2/pokemon/10212/,"flying, steel","pressure, unnerve, mirror-armor",98,87,105,53,85,67
1223,orbeetle-gmax,https://pokeapi.co/api/v2/pokemon/10213/,"bug, psychic","swarm, frisk, telepathy",60,45,110,80,120,90
1224,drednaw-gmax,https://pokeapi.co/api/v2/pokemon/10214/,"water, rock","strong-jaw, shell-armor, swift-swim",90,115,90,48,68,74
1225,coalossal-gmax,https://pokeapi.co/api/v2/pokemon/10215/,"rock, fire","steam-engine, flame-body, flash-fire",110,80,120,80,90,30
1226,flapple-gmax,https://pokeapi.co/api/v2/pokemon/10216/,"grass, dragon","ripen, gluttony, hustle",70,110,80,95,60,70
1227,appletun-gmax,https://pokeapi.co/api/v2/pokemon/10217/,"grass, dragon","ripen, gluttony, thick-fat",110,85,80,100,80,30
1228,sandaconda-gmax,https://pokeapi.co/api/v2/pokemon/10218/,ground,"sand-spit, shed-skin, sand-veil",72,107,125,65,70,71
1229,toxtricity-amped-gmax,https://pokeapi.co/api/v2/pokemon/10219/,"electric, poison","punk-rock, plus, technician",75,98,70,114,70,75
1230,centiskorch-gmax,https://pokeapi.co/api/v2/pokemon/10220/,"fire, bug","flash-fire, white-smoke, flame-body",100,115,65,90,90,65
1231,hatterene-gmax,https://pokeapi.co/api/v2/pokemon/10221/,"psychic, fairy","healer, anticipation, magic-bounce",57,90,95,136,103,29
1232,grimmsnarl-gmax,https://pokeapi.co/api/v2/pokemon/10222/,"dark, fairy","prankster, frisk, pickpocket",95,120,65,95,75,60
1233,alcremie-gmax,https://pokeapi.co/api/v2/pokemon/10223/,fairy,"sweet-veil, aroma-veil",65,60,75,110,121,64
1234,copperajah-gmax,https://pokeapi.co/api/v2/pokemon/10224/,steel,"sheer-force, heavy-metal",122,130,69,80,69,30
1235,duraludon-gmax,https://pokeapi.co/api/v2/pokemon/10225/,"steel, dragon","light-metal, heavy-metal, stalwart",70,95,115,120,50,85
1236,urshifu-single-strike-gmax,https://pokeapi.co/api/v2/pokemon/10226/,"fighting, dark",unseen-fist,100,130,100,63,60,97
1237,urshifu-rapid-strike-gmax,https://pokeapi.co/api/v2/pokemon/10227/,"fighting, water",unseen-fist,100,130,100,63,60,97
1238,toxtricity-low-key-gmax,https://pokeapi.co/api/v2/pokemon/10228/,"electric, poison","punk-rock, minus, technician",75,98,70,114,70,75
1239,growlithe-hisui,https://pokeapi.co/api/v2/pokemon/10229/,"fire, rock","intimidate, flash-fire, justified",60,75,45,65,50,55
1240,arcanine-hisui,https://pokeapi.co/api/v2/pokemon/10230/,"fire, rock","intimidate, flash-fire, justified",95,115,80,95,80,90
1241,voltorb-hisui,https://pokeapi.co/api/v2/pokemon/10231/,"electric, grass","soundproof, static, aftermath",40,30,50,55,55,100
1242,electrode-hisui,https://pokeapi.co/api/v2/pokemon/10232/,"electric, grass","soundproof, static, aftermath",60,50,70,80,80,150
1243,typhlosion-hisui,https://pokeapi.co/api/v2/pokemon/10233/,"fire, ghost","blaze, flash-fire",73,84,78,119,85,95
1244,qwilfish-hisui,https://pokeapi.co/api/v2/pokemon/10234/,"dark, poison","poison-point, swift-swim, intimidate",65,95,85,55,55,85
1245,sneasel-hisui,https://pokeapi.co/api/v2/pokemon/10235/,"fighting, poison","inner-focus, keen-eye, poison-touch",55,95,55,35,75,115
1246,samurott-hisui,https://pokeapi.co/api/v2/pokemon/10236/,"water, dark","torrent, shell-armor",90,108,80,100,65,85
1247,lilligant-hisui,https://pokeapi.co/api/v2/pokemon/10237/,"grass, fighting","chlorophyll, hustle, leaf-guard",70,105,75,50,75,105
1248,zorua-hisui,https://pokeapi.co/api/v2/pokemon/10238/,"normal, ghost",illusion,35,60,40,85,40,70
1249,zoroark-hisui,https://pokeapi.co/api/v2/pokemon/10239/,"normal, ghost",illusion,55,100,60,125,60,110
1250,braviary-hisui,https://pokeapi.co/api/v2/pokemon/10240/,"psychic, flying","keen-eye, sheer-force, defiant",110,83,70,112,70,65
1251,sliggoo-hisui,https://pokeapi.co/api/v2/pokemon/10241/,"steel, dragon","sap-sipper, overcoat, gooey",58,75,83,83,113,40
1252,goodra-hisui,https://pokeapi.co/api/v2/pokemon/10242/,"steel, dragon","sap-sipper, overcoat, gooey",80,100,100,110,150,60
1253,avalugg-hisui,https://pokeapi.co/api/v2/pokemon/10243/,"ice, rock","strong-jaw, ice-body, sturdy",95,127,184,34,36,38
1254,decidueye-hisui,https://pokeapi.co/api/v2/pokemon/10244/,"grass, fighting","overgrow, long-reach",88,112,80,95,95,60
1255,dialga-origin,https://pokeapi.co/api/v2/pokemon/10245/,"steel, dragon","pressure, telepathy",100,100,120,150,120,90
1256,palkia-origin,https://pokeapi.co/api/v2/pokemon/10246/,"water, dragon","pressure, telepathy",90,100,100,150,120,120
1257,basculin-white-striped,https://pokeapi.co/api/v2/pokemon/10247/,water,"rattled, adaptability, mold-breaker",70,92,65,80,55,98
1258,basculegion-female,https://pokeapi.co/api/v2/pokemon/10248/,"water, ghost","rattled, adaptability, mold-breaker",120,92,65,100,75,78
1259,enamorus-therian,https://pokeapi.co/api/v2/pokemon/10249/,"fairy, flying",overcoat,74,115,110,135,100,46
1260,tauros-paldea-combat-breed,https://pokeapi.co/api/v2/pokemon/10250/,fighting,"intimidate, anger-point, cud-chew",75,110,105,30,70,100
1261,tauros-paldea-blaze-breed,https://pokeapi.co/api/v2/pokemon/10251/,"fighting, fire","intimidate, anger-point, cud-chew",75,110,105,30,70,100
1262,tauros-paldea-aqua-breed,https://pokeapi.co/api/v2/pokemon/10252/,"fighting, water","intimidate, anger-point, cud-chew",75,110,105,30,70,100
1263,wooper-paldea,https://pokeapi.co/api/v2/pokemon/10253/,"poison, ground","poison-point, water-absorb, unaware",55,45,45,25,25,15
1264,oinkologne-female,https://pokeapi.co/api/v2/pokemon/10254/,normal,"aroma-veil, gluttony, thick-fat",115,90,70,59,90,65
1265,dudunsparce-three-segment,https://pokeapi.co/api/v2/pokemon/10255/,normal,"serene-grace, run-away, rattled",125,100,80,85,75,55
1266,palafin-hero,https://pokeapi.co/api/v2/pokemon/10256/,water,"zero-to-hero, zero-to-hero",100,160,97,106,87,100
1267,maushold-family-of-three,https://pokeapi.co/api/v2/pokemon/10257/,normal,"friend-guard, cheek-pouch, technician",74,75,70,65,75,111
1268,tatsugiri-droopy,https://pokeapi.co/api/v2/pokemon/10258/,"dragon, water","commander, storm-drain",68,50,60,120,95,82
1269,tatsugiri-stretchy,https://pokeapi.co/api/v2/pokemon/10259/,"dragon, water","commander, storm-drain",68,50,60,120,95,82
1270,squawkabilly-blue-plumage,https://pokeapi.co/api/v2/pokemon/10260/,"normal, flying","intimidate, hustle, guts",82,96,51,45,51,92
1271,squawkabilly-yellow-plumage,https://pokeapi.co/api/v2/pokemon/10261/,"normal, flying","intimidate, hustle, sheer-force",82,96,51,45,51,92
1272,squawkabilly-white-plumage,https://pokeapi.co/api/v2/pokemon/10262/,"normal, flying","intimidate, hustle, sheer-force",82,96,51,45,51,92
1273,gimmighoul-roaming,https://pokeapi.co/api/v2/pokemon/10263/,ghost,"run-away, run-away",45,30,25,75,45,80
1274,koraidon-limited-build,https://pokeapi.co/api/v2/pokemon/10264/,"fighting, dragon","orichalcum-pulse, orichalcum-pulse",100,135,115,85,100,135
1275,koraidon-sprinting-build,https://pokeapi.co/api/v2/pokemon/10265/,"fighting, dragon","orichalcum-pulse, orichalcum-pulse",100,135,115,85,100,135
1276,koraidon-swimming-build,https://pokeapi.co/api/v2/pokemon/10266/,"fighting, dragon","orichalcum-pulse, orichalcum-pulse",100,135,115,85,100,135
1277,koraidon-gliding-build,https://pokeapi.co/api/v2/pokemon/10267/,"fighting, dragon","orichalcum-pulse, orichalcum-pulse",100,135,115,85,100,135
1278,miraidon-low-power-mode,https://pokeapi.co/api/v2/pokemon/10268/,"electric, dragon","hadron-engine, hadron-engine",100,85,100,135,115,135
1279,miraidon-drive-mode,https://pokeapi.co/api/v2/pokemon/10269/,"electric, dragon","hadron-engine, hadron-engine",100,85,100,135,115,135
1280,miraidon-aquatic-mode,https://pokeapi.co/api/v2/pokemon/10270/,"electric, dragon","hadron-engine, hadron-engine",100,85,100,135,115,135
1281,miraidon-glide-mode,https://pokeapi.co/api/v2/pokemon/10271/,"electric, dragon","hadron-engine, hadron-engine",100,85,100,135,115,135
